33,14,30
24,64,32
27,64,63
37,25,75
55,41,26
85,60,82
72,5,44
58,45,85
98,24,92
53,35,19
62,84,52
87,38,34
26,94,31
96,26,52
74,46,46
18,4,85
26,100,75
68,12,57
45,17,20
21,36,2
32,79,15
10,90,59
21,71,92
60,53,57
69,67,45
68,93,50
1,2,60
31,54,68
31,62,43
61,31,7
44,25,57
3,81,76
48,2,18
71,27,24
21,34,98
71,29,19
34,96,75
74,10,75
93,99,71
97,47,89
37,84,15
41,94,32
97,8,60
75,43,4
68,30,71
13,47,87
71,39,80
85,43,67
41,40,33
2,67,49
93,8,53
26,37,32
58,30,82
77,35,100
65,68,4
73,81,35
62,51,7
76,11,55
10,94,54
1,99,77
10,34,66
75,65,5
22,74,44
31,55,57
97,59,15
13,18,62
56,39,72
94,53,44
17,65,79
25,94,65
63,59,26
95,22,23
69,78,33
1,98,11
36,44,64
32,92,37
56,44,41
37,24,75
79,12,73
29,2,37
74,37,23
33,70,81
16,46,17
62,89,90
49,86,80
71,49,8
12,77,84
10,29,19
56,36,13
22,41,49
85,70,73
74,18,16
51,20,4
19,70,69
41,74,73
13,96,96
40,50,81
6,78,98
3,32,42
7,40,47
21,89,79
9,51,54
12,33,33
10,19,56
46,3,70
95,88,53
12,30,5
61,46,46
81,37,79
78,68,32
75,1,57
45,11,93
61,66,88
27,10,25
97,76,7
93,42,29
67,53,52
1,62,19
26,46,72
27,82,87
50,74,83
65,58,60
9,59,6
49,41,14
45,80,87
1,96,82
50,14,61
11,96,73
21,30,49
23,84,71
62,52,65
70,23,51
26,78,30
52,84,66
88,45,36
39,63,16
53,88,33
16,26,39
3,7,84
48,23,98
6,86,34
54,94,54
32,72,18
78,7,90
30,67,48
91,42,45
39,85,30
63,76,24
35,72,6
96,55,24
60,9,80
51,25,96
91,8,69
43,35,3
73,34,45
82,94,61
74,70,67
97,49,73
29,34,69
81,97,91
7,94,72
56,93,71
44,100,85
23,45,35
45,70,53
40,8,37
46,84,47
96,50,30
49,4,60
98,10,30
69,94,62
10,99,25
63,45,36
55,33,74
98,50,87
95,51,31
47,51,89
8,97,89
22,33,77
79,48,88
