141,160,784
77,196,462
12,139,8
73,2,602
135,47,767
123,7,189
149,118,855
80,11,307
49,13,669
144,104,252
45,169,250
100,104,458
134,85,840
65,128,484
161,6,252
132,155,931
67,175,854
128,115,670
58,5,201
55,82,920
45,75,141
59,176,863
104,41,351
76,186,82
127,122,955
111,181,835
41,144,953
158,171,362
55,86,556
91,90,765
80,168,585
182,56,825
32,157,658
132,126,106
181,187,526
69,190,699
198,109,646
157,164,323
163,104,244
164,28,597
135,116,182
20,9,8
87,45,160
52,137,679
111,31,876
17,114,543
134,194,856
19,193,996
52,118,588
36,43,285
54,177,393
22,174,426
166,5,58
23,53,669
191,128,393
158,167,419
192,4,543
150,72,347
168,156,506
93,66,709
124,48,246
130,42,744
60,94,103
16,161,232
199,56,986
138,166,385
111,109,563
61,184,588
164,72,34
121,52,95
22,163,405
116,24,914
79,119,632
156,14,496
94,111,872
165,119,35
68,96,977
127,72,516
124,47,127
144,11,689
145,181,460
179,155,575
174,108,669
75,102,485
68,12,19
118,95,882
67,143,461
154,54,876
48,144,740
86,8,505
67,145,41
58,87,791
36,145,378
81,38,564
93,158,555
188,122,859
78,114,122
83,12,996
68,94,758
145,190,479
19,82,389
157,59,247
145,171,922
25,159,55
138,53,925
38,113,478
81,71,537
67,24,185
35,179,908
89,39,831
169,8,163
21,75,702
37,155,587
116,128,967
169,144,81
149,45,890
74,60,200
115,112,855
185,136,861
18,54,519
9,134,864
102,8,497
137,43,144
118,190,942
51,29,486
112,21,604
127,170,623
6,18,435
16,57,524
130,86,716
133,161,326
58,177,984
77,101,212
67,32,340
49,174,651
177,41,275
78,97,24
66,178,443
160,5,184
75,118,649
19,183,794
40,46,786
122,128,960
195,129,713
75,76,870
108,181,308
182,108,514
96,186,573
18,66,246
39,172,479
89,133,790
147,138,707
117,52,398
124,142,205
39,157,734
99,45,184
76,51,676
166,86,788
16,160,830
156,151,9
21,1,816
70,44,804
178,23,867
196,149,438
111,172,381
64,124,204
59,169,708
175,29,57
163,155,793
174,84,934
135,103,405
62,79,797
184,95,395
77,174,280
191,75,142
172,16,929
18,146,520
129,139,638
178,145,791
168,142,282
124,85,964
85,185,358
67,142,333
163,99,863
160,195,72
150,90,445
193,110,821
64,164,901
97,133,999
18,168,816
173,144,776
159,199,853
187,26,917
96,6,725
102,89,123
135,130,788
102,94,260
102,48,769
143,131,957
81,127,270
163,113,665
86,195,360
17,147,281
102,104,962
32,71,735
183,90,211
70,15,966
33,29,550
31,180,799
7,164,644
92,129,482
5,171,138
5,87,171
38,6,402
17,148,119
66,119,69
168,61,190
37,162,842
87,89,271
25,184,686
118,11,395
197,134,600
26,58,802
129,186,211
60,152,272
101,99,704
14,97,711
170,156,626
123,125,721
162,38,623
186,4,490
16,114,442
108,74,798
60,187,7
166,169,450
147,106,370
84,25,553
189,1,244
183,193,168
178,89,291
36,130,777
103,19,806
44,49,539
13,168,425
30,31,330
152,165,794
30,125,462
192,183,958
152,45,971
34,83,661
140,77,650
15,37,289
196,170,421
148,125,373
51,39,272
10,21,590
10,30,235
63,148,879
101,62,23
102,64,936
11,43,195
79,58,615
107,94,494
103,67,108
161,104,898
54,67,2
102,1,417
37,80,345
133,4,310
188,151,658
23,75,134
153,50,688
193,178,267
41,176,386
105,156,85
194,89,512
69,172,539
56,75,916
103,3,750
171,42,185
55,187,431
119,111,32
51,111,793
101,30,522
27,183,25
154,76,946
100,102,667
92,117,411
9,102,904
173,31,656
44,58,679
117,13,739
28,40,836
42,118,485
189,71,527
183,80,244
53,79,43
55,40,779
70,61,173
179,90,512
106,23,114
109,175,271
68,190,564
83,37,824
37,169,216
14,167,685
119,121,343
181,65,87
54,177,301
44,195,679
185,163,178
199,22,126
110,26,490
134,128,771
177,16,925
169,191,210
30,180,850
10,16,87
62,177,596
183,131,472
103,62,655
70,163,877
114,36,992
111,84,817
138,189,367
131,152,225
72,50,256
164,79,366
163,195,111
22,197,326
95,184,894
132,157,594
129,143,227
75,86,239
104,68,633
162,198,417
135,122,975
26,176,100
130,16,979
177,79,734
113,176,186
115,95,844
114,75,381
38,150,891
100,94,32
185,23,792
22,64,757
48,69,254
51,79,806
160,139,59
167,95,830
35,166,646
38,113,25
167,14,281
55,52,15
98,184,627
104,148,105
135,76,331
88,156,610
38,76,967
24,116,249
96,134,49
21,188,414
134,170,308
47,107,103
64,159,827
133,155,782
80,151,425
36,32,589
174,9,591
71,132,724
131,120,937
31,63,408
56,197,718
34,173,684
60,3,655
54,65,393
99,145,943
122,193,156
147,136,128
180,117,513
53,45,212
174,177,811
45,62,686
35,151,464
116,13,253
14,151,279
49,74,299
41,145,226
174,9,134
130,92,663
125,50,908
163,146,49
133,187,708
151,101,795
51,177,53
96,87,883
196,154,883
187,54,558
36,90,364
56,137,805
67,28,8
183,134,629
191,145,643
33,50,21
34,173,439
74,2,422
54,155,416
164,25,494
118,155,413
23,184,279
137,73,629
37,49,687
15,7,750
8,55,633
138,53,559
19,112,348
8,189,610
92,167,993
198,143,273
168,103,191
64,199,523
18,5,493
126,79,448
173,11,985
10,84,692
28,46,300
6,24,653
118,20,637
30,22,501
22,13,830
145,69,689
64,60,760
38,131,378
127,123,110
122,191,176
17,103,290
193,87,670
159,181,203
110,108,873
104,179,457
51,161,142
159,76,244
140,121,866
134,121,92
81,52,795
64,86,319
11,191,522
70,110,155
35,187,997
35,87,586
169,2,559
135,173,838
174,169,40
3,92,808
119,2,234
25,67,185
194,75,198
180,143,810
10,71,321
54,118,895
155,72,141
135,200,661
148,127,961
200,29,902
107,153,207
121,72,583
145,100,273
19,102,339
151,92,941
83,72,18
66,75,178
184,11,991
157,179,459
16,133,344
50,194,20
6,193,755
16,37,588
116,195,826
54,48,165
67,3,780
97,147,864
65,150,194
191,66,389
189,68,545
163,89,797
129,188,38
153,13,795
97,55,264
197,23,56
52,37,410
157,88,714
177,165,940
163,197,670
56,193,118
56,142,945
140,115,59
36,11,416
170,16,611
88,166,138
86,33,854
46,98,699
114,1,522
106,51,841
190,176,31
183,99,315
163,196,238
129,89,316
92,123,313
157,101,797
68,145,76
81,71,367
93,82,750
69,43,276
139,38,119
186,147,931
34,46,579
88,84,682
146,133,513
168,174,795
98,179,311
136,170,192
157,79,133
166,14,213
176,105,92
182,146,254
43,136,452
129,189,293
184,22,431
22,14,742
148,169,819
191,133,225
115,122,789
126,185,218
180,150,658
149,108,537
132,126,134
188,6,876
75,179,611
101,81,134
170,111,927
92,189,159
96,148,674
117,30,723
73,91,717
145,72,609
193,103,807
188,12,975
93,18,466
107,186,726
177,185,618
81,143,979
171,165,200
83,166,744
1,115,228
167,147,967
86,138,352
184,50,500
59,8,959
65,171,649
128,145,322
33,176,359
191,85,603
122,200,41
137,9,997
21,190,716
8,136,72
186,85,869
29,10,849
140,115,952
58,12,498
85,161,31
33,101,475
6,58,556
96,107,659
20,67,437
18,107,237
126,114,920
125,36,353
151,196,600
31,188,769
16,111,422
192,40,978
73,52,172
200,95,896
62,193,820
34,132,990
186,35,721
163,73,419
2,147,390
191,24,33
4,45,158
191,172,373
43,128,335
121,127,832
88,30,642
10,13,749
73,192,40
72,177,372
73,115,504
191,109,19
3,184,704
168,182,684
33,24,647
128,177,864
119,129,804
24,161,681
81,35,901
19,125,553
133,1,411
140,154,906
82,49,42
167,186,733
65,15,29
94,41,333
197,173,88
85,63,3
113,160,274
11,8,671
32,143,590
12,140,759
184,130,948
60,186,964
132,24,153
59,66,223
93,66,154
44,193,318
38,164,649
199,44,415
161,155,173
165,166,303
151,82,135
65,11,871
151,135,646
30,49,254
23,10,733
161,90,311
59,49,371
89,93,874
17,119,673
72,67,899
109,32,220
15,172,677
44,71,466
122,121,160
115,198,881
107,162,206
32,23,429
95,79,876
187,42,826
64,115,331
70,84,453
113,166,629
61,51,257
83,65,637
3,186,224
109,133,451
56,66,338
105,40,223
134,2,602
22,66,463
19,114,463
191,198,515
1,51,785
126,159,373
77,184,674
126,118,677
138,1,676
