1,2,60
1,62,19
1,96,82
1,98,11
1,99,77
2,67,49
3,7,84
3,32,42
3,81,76
6,78,98
6,86,34
7,40,47
7,94,72
9,51,54
9,59,6
10,19,56
10,29,19
10,34,66
10,90,59
10,94,54
10,99,25
11,96,73
12,30,5
12,33,33
12,77,84
13,18,62
13,47,87
13,96,96
16,26,39
16,46,17
17,65,79
18,4,85
19,70,69
21,30,49
21,34,98
21,36,2
21,71,92
21,89,79
22,33,77
22,41,49
22,74,44
23,45,35
23,84,71
24,64,32
25,94,65
26,37,32
26,46,72
26,78,30
26,94,31
26,100,75
27,10,25
27,64,63
27,82,87
29,2,37
29,34,69
30,67,48
31,54,68
31,55,57
31,62,43
32,72,18
32,79,15
32,92,37
33,14,30
33,70,81
34,96,75
35,72,6
36,44,64
37,24,75
37,25,75
37,84,15
39,63,16
39,85,30
40,8,37
40,50,81
41,40,33
41,74,73
41,94,32
43,35,3
44,25,57
44,100,85
45,11,93
45,17,20
45,70,53
45,80,87
46,3,70
46,84,47
47,51,89
48,2,18
48,23,98
49,4,60
49,41,14
49,86,80
50,14,61
50,74,83
51,20,4
51,25,96
52,84,66
53,35,19
53,88,33
54,94,54
55,33,74
55,41,26
56,36,13
56,39,72
56,44,41
56,93,71
58,30,82
58,45,85
60,9,80
60,53,57
61,31,7
61,46,46
61,66,88
62,51,7
62,52,65
62,84,52
62,89,90
63,45,36
63,59,26
63,76,24
65,58,60
65,68,4
67,53,52
68,12,57
68,30,71
68,93,50
69,67,45
69,78,33
69,94,62
70,23,51
71,27,24
71,29,19
71,39,80
71,49,8
72,5,44
73,34,45
73,81,35
74,10,75
74,18,16
74,37,23
74,46,46
74,70,67
75,1,57
75,43,4
75,65,5
76,11,55
77,35,100
78,7,90
78,68,32
79,12,73
79,48,88
81,37,79
81,97,91
82,94,61
85,43,67
85,60,82
85,70,73
87,38,34
88,45,36
91,8,69
91,42,45
93,8,53
93,42,29
93,99,71
94,53,44
95,22,23
95,51,31
95,88,53
96,26,52
96,50,30
96,55,24
97,8,60
97,47,89
97,49,73
97,59,15
97,76,7
98,10,30
98,24,92
98,50,87
