1,2,44
1,4,20
1,7,37
1,10,58
1,11,35
1,12,86
1,16,100
1,17,75
2,4,75
2,9,75
2,11,16
2,16,15
3,1,3
3,5,80
3,6,60
3,12,50
3,14,60
3,19,16
4,5,19
4,6,61
4,9,88
4,10,14
4,12,48
4,13,11
4,16,55
5,1,20
5,2,15
5,7,6
5,8,89
5,13,2
5,16,9
5,20,71
6,5,75
6,7,36
6,8,90
6,9,12
6,14,88
6,17,87
6,19,52
7,8,23
7,9,40
7,17,29
7,20,48
8,1,58
8,9,43
8,15,5
8,18,10
8,19,28
9,1,74
9,5,56
9,12,41
9,14,91
9,15,3
9,19,26
10,2,86
10,3,62
10,5,55
10,6,71
10,8,72
10,11,7
10,12,67
10,15,23
11,3,40
11,5,30
11,6,76
11,7,59
11,8,100
11,15,68
11,18,91
11,19,55
12,2,58
12,5,14
12,6,91
12,7,20
12,11,57
12,13,92
12,15,83
12,16,62
13,2,86
13,8,39
13,9,36
13,10,85
13,14,99
13,16,15
13,19,8
13,20,56
14,2,36
14,4,1
14,7,48
14,8,1
14,10,19
14,12,49
14,15,24
14,17,19
15,2,85
15,3,99
15,6,91
15,16,1
15,19,88
16,6,96
16,8,96
16,10,97
16,11,16
16,14,91
16,18,92
16,20,77
17,2,55
17,4,91
17,5,78
17,8,79
17,10,18
17,12,70
17,13,1
17,15,48
17,16,48
18,1,95
18,2,75
18,3,88
18,6,77
18,7,16
18,12,96
18,13,34
18,15,65
18,19,38
19,2,31
19,14,71
19,16,5
20,1,48
20,2,6
20,4,31
20,10,93
20,11,71
20,14,17
20,15,33
20,17,41
20,19,22
