0,12,0
0,18,0
0,21,0
0,24,0
0,26,0
0,30,0
0,33,0
0,36,0
0,41,0
0,42,0
0,48,0
0,51,0
0,63,0
0,72,0
0,73,0
0,74,0
0,75,0
0,78,0
0,80,0
0,84,0
0,87,0
0,89,0
0,90,0
0,91,0
0,97,0
0,99,0
0,102,0
0,105,0
0,111,0
0,114,0
0,117,0
0,118,0
0,120,0
0,126,0
0,127,0
0,132,0
0,133,0
0,138,0
0,141,0
0,142,0
0,144,0
0,147,0
0,150,0
0,152,0
0,153,0
0,165,0
0,169,0
0,171,0
0,177,0
0,180,0
0,186,0
0,189,0
0,192,0
0,197,0
0,198,0
1,3,1
1,12,1
1,16,1
1,21,1
1,22,1
1,23,1
1,24,1
1,28,1
1,31,1
1,34,1
1,38,1
1,40,1
1,42,1
1,49,1
1,54,1
1,57,1
1,64,1
1,79,1
1,81,1
1,88,1
1,93,1
1,97,1
1,103,1
1,110,1
1,112,1
1,114,1
1,121,1
1,127,1
1,134,1
1,136,1
1,139,1
1,148,1
1,154,1
1,157,1
1,158,1
1,160,1
1,166,1
1,175,1
1,178,1
1,184,1
1,187,1
1,188,1
1,190,1
1,191,1
1,196,1
2,8,2
2,9,2
2,11,2
2,14,2
2,17,2
2,23,2
2,29,2
2,31,2
2,38,2
2,41,2
2,60,2
2,65,2
2,71,2
2,75,2
2,77,2
2,83,2
2,87,2
2,89,2
2,92,2
2,95,2
2,102,2
2,104,2
2,110,2
2,113,2
2,119,2
2,125,2
2,134,2
2,137,2
2,139,2
2,140,2
2,143,2
2,149,2
2,155,2
2,161,2
2,164,2
2,167,2
2,170,2
2,173,2
2,182,2
2,185,2
2,186,2
2,188,2
2,191,2
2,194,2
2,197,2
3,13,0
3,15,0
3,18,0
3,21,0
3,27,0
3,30,0
3,37,0
3,39,0
3,42,0
3,44,0
3,45,0
3,48,0
3,54,0
3,57,0
3,60,0
3,63,0
3,72,0
3,83,0
3,85,0
3,87,0
3,88,0
3,99,0
3,102,0
3,108,0
3,117,0
3,120,0
3,125,0
3,129,0
3,138,0
3,141,0
3,144,0
3,153,0
3,156,0
3,158,0
3,159,0
3,174,0
3,175,0
3,178,0
3,180,0
3,183,0
3,186,0
3,188,0
3,197,0
4,7,1
4,9,1
4,19,1
4,22,1
4,25,1
4,28,1
4,34,1
4,37,1
4,40,1
4,43,1
4,46,1
4,48,1
4,49,1
4,52,1
4,57,1
4,58,1
4,67,1
4,69,1
4,85,1
4,88,1
4,94,1
4,97,1
4,106,1
4,110,1
4,115,1
4,118,1
4,119,1
4,120,1
4,122,1
4,124,1
4,130,1
4,133,1
4,136,1
4,139,1
4,151,1
4,154,1
4,159,1
4,169,1
4,172,1
4,175,1
4,178,1
4,184,1
4,185,1
4,193,1
5,10,2
5,11,2
5,14,2
5,17,2
5,19,2
5,29,2
5,35,2
5,42,2
5,46,2
5,47,2
5,48,2
5,49,2
5,50,2
5,53,2
5,59,2
5,60,2
5,61,2
5,62,2
5,74,2
5,80,2
5,82,2
5,86,2
5,90,2
5,101,2
5,102,2
5,103,2
5,107,2
5,110,2
5,113,2
5,116,2
5,117,2
5,119,2
5,122,2
5,131,2
5,133,2
5,136,2
5,140,2
5,145,2
5,153,2
5,159,2
5,161,2
5,164,2
5,167,2
5,168,2
5,173,2
5,175,2
5,176,2
5,185,2
5,197,2
6,9,0
6,12,0
6,16,0
6,18,0
6,20,0
6,33,0
6,34,0
6,41,0
6,42,0
6,44,0
6,47,0
6,48,0
6,54,0
6,58,0
6,60,0
6,64,0
6,66,0
6,67,0
6,69,0
6,71,0
6,72,0
6,78,0
6,81,0
6,83,0
6,87,0
6,90,0
6,92,0
6,93,0
6,96,0
6,98,0
6,108,0
6,111,0
6,120,0
6,125,0
6,126,0
6,133,0
6,138,0
6,144,0
6,153,0
6,156,0
6,159,0
6,168,0
6,174,0
6,181,0
6,183,0
6,186,0
6,189,0
6,195,0
6,198,0
6,199,0
7,10,1
7,13,1
7,15,1
