0,12,0
0,24,0
0,28,0
1,9,1
1,21,1
1,25,1
1,33,1
1,41,1
2,18,2
2,26,2
2,34,2
2,46,2
2,47,2
3,7,3
3,11,3
3,19,3
3,35,3
4,12,0
4,24,0
4,36,0
4,44,0
4,48,0
5,41,1
5,49,1
6,18,2
6,34,2
7,35,3
7,43,3
8,24,0
9,21,1
9,25,1
9,33,1
9,37,1
9,41,1
9,45,1
10,18,2
10,38,2
10,39,2
11,15,3
11,23,3
11,31,3
11,37,3
11,39,3
12,16,0
12,48,0
13,17,1
13,21,1
13,37,1
13,41,1
13,45,1
14,26,2
14,34,2
14,39,2
15,35,3
15,43,3
16,20,0
17,41,1
17,49,1
18,22,2
18,38,2
18,42,2
18,46,2
19,23,3
19,27,3
19,31,3
19,43,3
20,28,0
20,36,0
20,40,0
21,29,1
21,37,1
21,45,1
22,30,2
22,46,2
23,31,3
23,35,3
23,39,3
23,47,3
24,36,0
25,29,1
25,45,1
25,49,1
26,38,2
26,46,2
27,35,3
27,39,3
27,43,3
27,47,3
28,32,0
28,36,0
28,48,0
29,37,1
29,41,1
30,38,2
31,35,3
31,39,3
31,43,3
32,44,0
33,37,1
34,37,2
34,38,2
37,49,1
38,44,2
39,43,3
39,47,3
41,49,1
42,46,2
44,48,0
45,49,1
