0,1,0
0,3,0
0,4,0
0,6,0
0,7,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,17,0
0,18,0
1,3,1
1,4,1
1,6,1
1,9,1
1,10,1
1,11,1
1,13,1
1,16,1
1,18,1
1,19,1
2,3,2
2,4,2
2,5,2
2,7,2
2,10,2
2,11,2
2,12,2
2,13,2
2,14,2
2,16,2
2,17,2
2,19,2
3,4,0
3,5,0
3,6,0
3,7,0
3,8,0
3,9,0
3,10,0
3,11,0
3,12,0
3,13,0
3,14,0
3,15,0
3,16,0
3,18,0
4,5,1
4,6,1
4,8,1
4,9,1
4,11,1
4,12,1
4,13,1
4,14,1
4,15,1
4,16,1
4,17,1
5,6,2
5,7,2
5,8,2
5,9,2
5,10,2
5,11,2
5,14,2
5,15,2
5,17,2
5,18,2
5,19,2
6,8,0
6,9,0
6,12,0
6,15,0
6,17,0
6,18,0
7,8,1
7,10,1
7,12,1
7,13,1
7,14,1
7,16,1
7,19,1
8,10,2
8,11,2
8,12,2
8,13,2
8,14,2
8,16,2
8,17,2
8,19,2
9,10,0
9,12,0
9,13,0
9,14,0
9,15,0
9,16,0
9,17,0
9,18,0
10,13,1
10,14,1
10,15,1
10,16,1
10,17,1
10,19,1
11,12,2
11,14,2
11,16,2
11,17,2
11,18,2
11,19,2
12,13,0
12,14,0
12,15,0
12,17,0
12,18,0
12,19,0
13,15,1
13,16,1
13,17,1
13,18,1
13,19,1
14,16,2
14,17,2
14,18,2
14,19,2
15,16,0
15,17,0
15,18,0
16,19,1
17,19,2
18,19,0
