3,6,60
16,10,97
1,12,86
3,6,51
17,8,79
13,9,36
14,12,49
16,11,16
9,5,56
16,8,96
18,3,88
12,14,71
9,5,22
13,20,56
6,19,52
3,1,3
12,11,57
12,5,14
17,12,70
1,2,44
4,10,14
10,11,7
12,11,4
16,10,80
13,14,99
9,19,26
6,9,12
2,9,75
6,8,90
9,1,74
5,16,9
11,8,100
1,17,75
12,15,83
11,8,8
16,6,96
10,3,62
13,2,86
16,14,91
10,8,72
2,13,29
20,15,33
12,16,62
1,16,100
14,15,24
17,1,83
18,19,38
2,11,16
10,15,23
11,2,45
17,13,1
18,12,96
17,5,78
16,20,77
19,14,71
6,16,17
15,6,91
13,8,39
1,4,20
20,4,31
2,16,15
6,3,41
8,19,28
17,13,59
5,1,20
12,7,20
5,8,89
19,8,50
10,5,55
4,6,61
20,17,41
20,4,38
7,17,29
8,11,63
18,1,95
5,20,71
6,14,88
17,16,48
4,16,55
9,13,45
18,12,50
4,1,25
20,11,71
15,10,37
1,7,37
6,5,75
15,12,54
10,2,86
6,8,43
3,12,50
14,4,1
6,19,62
18,7,16
14,8,1
19,14,33
6,7,36
11,5,30
2,1,45
19,16,5
8,18,10
9,12,41
20,13,40
1,11,35
14,7,48
8,1,58
20,13,54
11,7,59
11,3,40
16,20,97
9,15,3
4,12,48
15,3,99
20,19,22
18,8,55
18,2,75
13,10,85
3,11,94
12,5,23
9,14,91
8,10,86
13,16,15
10,12,67
1,17,6
12,13,92
20,14,17
20,10,93
12,13,52
7,8,23
5,13,2
17,4,91
5,1,68
9,1,86
12,6,91
19,2,31
10,4,80
15,2,85
5,11,18
15,16,1
18,13,34
20,2,6
19,6,65
4,5,19
5,7,6
5,2,15
16,18,92
3,5,80
12,15,52
4,6,82
11,16,79
12,10,12
3,11,3
14,10,19
17,7,62
11,15,68
17,15,48
20,1,48
6,8,5
7,20,48
2,4,75
10,6,71
14,9,27
18,6,77
4,13,11
10,3,66
6,17,87
1,17,36
13,19,8
17,2,55
19,2,65
15,19,88
1,10,58
3,14,60
17,15,52
12,2,58
18,2,33
3,10,65
8,13,64
1,2,37
8,9,43
12,18,32
12,3,36
1,2,55
14,13,40
8,6,96
13,4,5
9,13,100
8,15,5
20,5,91
4,14,67
11,18,91
7,12,27
1,11,23
11,19,55
18,15,65
15,2,84
14,17,19
7,20,34
14,7,58
19,18,80
2,12,80
7,17,87
17,10,18
4,9,88
14,2,36
20,14,100
3,5,69
3,19,16
11,6,76
6,7,69
6,11,54
2,9,34
6,5,87
2,18,61
7,9,40
11,18,62
3,18,33
3,19,96
16,19,38
16,4,78
7,5,43
